queens_condominium_property_total_units	comparable_rental_2_address/latitude	comparable_rental_2_address/human_address/address	comparable_rental_2_address/human_address/city	comparable_rental_2_address/human_address/state	comparable_rental_2_address/longitude	comparable_rental_1_neighborhood	queens_condominium_property_full_market_value	queens_condominium_property_building_classification	comparable_rental_2_gross_sqft	comparable_rental_2_building_classification	comparable_rental_2_gross_income_per_sqft	comparable_rental_1_full_market_value	comparable_rental_2_boro_block_lot	comparable_rental_1_dist_from_coop_in_miles	comparable_rental_1_gross_income_per_sqft	queens_condominium_property_gross_income_per_sqft	comparable_rental_1_building_classification	queens_condominium_property_neighborhood	comparable_rental_1_address/latitude	comparable_rental_1_address/human_address/address	comparable_rental_1_address/human_address/city	comparable_rental_1_address/human_address/state	comparable_rental_1_address/longitude	comparable_rental_2_neighborhood	queens_condominium_property_condo_section	queens_condominium_property_boro_block_lot	queens_condominium_property_year_built	comparable_rental_2_dist_from_coop_in_miles	comparable_rental_2_est_gross_income	comparable_rental_1_total_units	comparable_rental_1_market_value_per_sqft	comparable_rental_2_total_units	comparable_rental_2_full_market_value	queens_condominium_property_address/latitude	queens_condominium_property_address/human_address/address	queens_condominium_property_address/human_address/city	queens_condominium_property_address/human_address/state	queens_condominium_property_address/longitude	comparable_rental_2_year_built	queens_condominium_property_est_gross_income	queens_condominium_property_gross_sqft	comparable_rental_1_est_gross_income	queens_condominium_property_market_value_per_sqft	_comparable_rental_1_boro_block_lot	comparable_rental_1_gross_sqft	comparable_rental_2_market_value_per_sqft	comparable_rental_1_year_built
80	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	6470020	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.55	17.2	18.15	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	71-R1	4-04977-7501	1983	0.4	730080	54	70	27	3260000	40.749436300045204	136 75 37 AVENUE	Queens	New York	-73.79729979984586	1999	1590157	87612	926507	74	4-05182-0009	53860	93	1999
11	40.749436300045204	142 01 41 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	590003	R4-ELEVATOR	97523	D1-ELEVATOR	14.61	4620000	4-05021-0001	0	12.4	12.4	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	33 14 PARSONS BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	10-R1	4-04981-7501	1967	0.5	1424404	114	46.6	106	5650000	40.749436300045204	140 55 34 AVENUE	Queens	New York	-73.79729979984586	1963	156922	12655	1229424	46.6	4-04981-0050	99162	58	1963
80	40.749436300045204	142 01 41 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	4560005	R4-ELEVATOR	97523	D1-ELEVATOR	14.61	4620000	4-05021-0001	0	12.4	12.4	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	33 14 PARSONS BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	10-R4	4-04981-7501	1967	0.5	1424404	114	46.6	106	5650000	40.749436300045204	140 55 34 AVENUE	Queens	New York	-73.79729979984586	1963	1213675	97877	1229424	46.6	4-04981-0050	99162	58	1963
36	40.749436300045204	37 14 PARSONS BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	2499994	R4-ELEVATOR	113522	D1-ELEVATOR	17.55	6630000	4-05013-0038	0.85	11.65	17.9	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	132 25 MAPLE AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	85-R1	4-04994-7501	1984	0.25	1992200	180	41	173	8100000	40.749436300045204	139 35 35 AVENUE	Queens	New York	-73.79729979984586	1972	614220	34314	1881000	73	4-05101-0061	161520	71	1957
15	40.749436300045204	48 10 111 STREET	Queens	New York	-73.79729979984586	ELMHURST	686010	R4-ELEVATOR	18000	D1-ELEVATOR	13.04	1040000	4-02004-0043	3.3	15.81	15.8	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	85 11 ELMHURST AVENUE	Queens	New York	-73.79729979984586	CORONA	103-R1	4-04994-7502	1985	2.05	234747	21	65	22	882000	40.749436300045204	140 44 34 AVENUE	Queens	New York	-73.79729979984586	1988	168554	10668	254501	64	4-01518-0047	16101	49	1992
16	40.749436300045204	41 39 PARSONS BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1120000	R4-ELEVATOR	11140	C1-WALK-UP	15.11	794000	4-05051-0007	0.35	18.85	17.1	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	144 14 38 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	220-R1	4-04994-7503	1988	0.55	168370	16	77	16	667000	40.749436300045204	140 40 34 AVENUE	Queens	New York	-73.79729979984586	1977	275994	16140	195261	69	4-05024-0016	10359	60	1980
19	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1240000	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.7	17.2	18.8	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	398-R1	4-04994-7504	1997	0.15	730080	54	70	27	3260000	40.749436300045204	139 87 35 AVENUE	Queens	New York	-73.79729979984586	1999	303883	16164	926507	77	4-05182-0009	53860	93	1999
48	40.749436300045204	145 16 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1549986	R4-ELEVATOR	47516	D6-ELEVATOR	15.14	3260000	4-04995-0034	0.25	20.8	13.17	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	213-R1	4-05002-7501	1987	0.2	719254	27	93	42	2930000	40.749436300045204	139 76 35 AVENUE	Queens	New York	-73.79729979984586	1989	413011	31360	730080	49.4	4-04954-0131	35100	62	1999
66	40.749436300045204	132 54 POPLE AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	4959993	R4-ELEVATOR	43957	D6-ELEVATOR	17.86	9350000	4-05104-0027	0.3	14.88	15.9	D3-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 16 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	181-R1	4-05004-7501	1988	1.05	785128	151	59	33	3190000	40.749436300045204	35 20 147 STREET	Queens	New York	-73.79729979984586	1990	1219212	76680	2357868	65	4-04994-0017	158456	73	1985
18	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1640000	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.7	17.2	19.65	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	439-R1	4-05004-7502	2003	0.4	730080	54	70	27	3260000	40.749436300045204	146 14 35 AVENUE	Queens	New York	-73.79729979984586	1999	368044	18730	926507	88	4-05182-0009	53860	93	1999
84						FLUSHING-NORTH	5939998	R4-ELEVATOR				3770000		0.7	17.2	19.9	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586		316-R1	4-05005-7501	1986			54	70			40.749436300045204	147 20 35 AVENUE	Queens	New York	-73.79729979984586		1328444	66756	926507	89	4-05182-0009	53860		1999
41	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	2580006	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.55	17.2	17	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	25-R1	4-05010-7501	1979	0.35	730080	54	70	27	3260000	40.749436300045204	36 41 UNION STREET	Queens	New York	-73.79729979984586	1999	633335	37255	926507	69	4-05182-0009	53860	93	1999
63	40.749436300045204	143 18 38 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	5029996	R4-ELEVATOR	80241	D1-ELEVATOR	16.52	5870000	4-05022-0018	0.2	18.39	18.7	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	139 81 35 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	151-R1	4-05010-7502	1987	0.2	1325330	103	75	109	5390000	40.749436300045204	36 25 UNION STREET	Queens	New York	-73.79729979984586	1971	1237865	66196	1443484	76	4-04994-0070	78474	67	1971
16	40.749436300045204	166 15 DEPOT ROAD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	591997	R2-WALK-UP	13549	C1-WALK-UP	10.61	509000	4-05293-0045	0.2	11.92	12	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	35 20 149 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	245-R1	4-05015-7501	1988	1.15	143700	16	42	16	486000	40.749436300045204	144 34 37 AVENUE	Queens	New York	-73.79729979984586	1975	167964	13997	144450	42.3	4-05005-0045	12120	35.9	1975
29	40.749436300045204	140 40 BEECH AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1370000	R9-CONDOPS	25139	C1-WALK-UP	12.5	1170000	4-05186-0024	0.75	12.33	13.45	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	140 30 BEECH AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	263-R1	4-05017-7501	1955	0.75	314238	33	46.5	33	1180000	40.749436300045204	37 31 149 STREET	Queens	New York	-73.79729979984586	1931	363150	27000	309964	51	4-05186-0019	25139	46.9	1931
18	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1259997	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.4	17.2	17.1	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	134-R1	4-05020-7501	1987	0.5	730080	54	70	27	3260000	40.749436300045204	142 36 38 AVENUE	Queens	New York	-73.79729979984586	1999	309852	18120	926507	70	4-05182-0009	53860	93	1999
50	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	4300003	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.4	17.2	19.65	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	427-R1	4-05020-7502	2001	0.5	730080	54	70	27	3260000	40.749436300045204	142 18 38 AVENUE	Queens	New York	-73.79729979984586	1999	962712	48993	926507	88	4-05182-0009	53860	93	1999
134	40.749436300045204	23 50 CORPORAL KENNEDY ST	Queens	New York	-73.79729979984586	FLUSHING-NORTH	9199999	R4-ELEVATOR	124877	D9-ELEVATOR	17.55	9770000	4-05863-0250	0.7	21.45	21	D7-ELEVATOR	FLUSHING-NORTH	40.749436300045204	138 52 ELDER AVENUE	Queens	New York	-73.79729979984586	BAYSIDE	162-R1	4-05022-7502	1987	2.55	2191600	175	81	150	6190000	40.749436300045204	143 51 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	1981	2058000	98000	2597779	94	4-05145-0049	121091	49.6	1988
80						FLUSHING-NORTH	9809981	R4-ELEVATOR				3260000		0.55	20.8	21.59	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586		42-R1	4-05024-7501	1983			27	93			40.749436300045204	144 77 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586		2194062	101624	730080	97	4-04954-0131	35100		1999
33	40.749436300045204	132 54 POPLE AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	2579998	R4-ELEVATOR	43957	D6-ELEVATOR	17.86	2540000	4-05104-0027	0.35	16.18	17	D7-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 74 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	81-R1	4-05024-7502	1984	0.85	785128	44	66	33	3190000	40.749436300045204	38 08 147 STREET	Queens	New York	-73.79729979984586	1990	634168	37304	625123	69	4-04994-0041	38640	73	1987
24	40.749436300045204	144 40 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	FOREST HILLS	1529998	R4-ELEVATOR	21426	C1-WALK-UP	15	1230000	4-05025-0025	3.05	16.13	19.11	D7-ELEVATOR	FLUSHING-NORTH	40.749436300045204	109 19 72 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	238-R1	4-05024-7503	1989	0.1	321400	18	66	23	1270000	40.749436300045204	144 68 38 AVENUE	Queens	New York	-73.79729979984586	1976	342081	17905	301631	85	4-02225-0030	18700	59	1986
32	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	2129998	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.5	17.2	20.82	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	424-R1	4-05024-7504	2002	0.55	730080	54	70	27	3260000	40.749436300045204	38 22 147 STREET	Queens	New York	-73.79729979984586	1999	477527	22936	926507	93	4-05182-0009	53860	93	1999
26	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1729995	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.4	17.2	18.8	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	413-R1	4-05025-7501	2001	0.6	730080	54	70	27	3260000	40.749436300045204	144 48 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	1999	425538	22635	926507	76	4-05182-0009	53860	93	1999
48	40.749436300045204	136 42 MAPLE AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	2199995	R4-ELEVATOR	65903	D1-ELEVATOR	9.48	2010000	4-05135-0017	0.35	11.62	11.6	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	147 11 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	111-R1	4-05026-7501	1956	0.7	624520	54	41	72	2060000	40.749436300045204	147 37 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	1957	625472	53920	569552	40.8	4-04986-0018	49000	31.3	1959
14	40.749436300045204	166 15 DEPOT ROAD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1119996	R2-WALK-UP	13549	C1-WALK-UP	10.61	597000	4-05293-0045	0.25	14.34	14.5	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	35 14 149 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	176-R1	4-05027-7501	1987	0.95	143700	14	57	16	486000	40.749436300045204	147 26 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	1975	281271	19398	150583	58	4-05005-0042	10500	35.9	1996
36	40.749436300045204	35 14 149 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	2289996	R2-WALK-UP	10500	C1-WALK-UP	14.34	541000	4-05005-0042	0.4	13.6	15.5	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	144 22 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	261-R1	4-05027-7502	1988	0.25	150583	14	54	14	597000	40.749436300045204	147 48 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	1996	563270	36340	136440	63	4-04995-0024	10032	57	1976
18	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1150000	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.5	17.2	18.8	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	420-R1	4-05039-7501	2001	0.85	730080	54	70	27	3260000	40.749436300045204	132 59 41 ROAD	Queens	New York	-73.79729979984586	1999	282000	15000	926507	77	4-05182-0009	53860	93	1999
47	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	3199997	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.5	17.2	18.8	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	428-R1	4-05039-7502	2002	0.85	730080	54	70	27	3260000	40.749436300045204	41 05 COLLEGE POINT	Queens	New York	-73.79729979984586	1999	785840	41800	926507	77	4-05182-0009	53860	93	1999
13	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1020000	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.4	17.2	16.1	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	383-R1	4-05041-7504	1995	0.75	730080	54	70	27	3260000	40.749436300045204	133 25 41 ROAD	Queens	New York	-73.79729979984586	1999	251643	15630	926507	65	4-05182-0009	53860	93	1999
64	40.749436300045204	144 10 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	5499993	R4-ELEVATOR	65292	D7-ELEVATOR	19.6	5870000	4-05025-0008	0.7	18.39	18.7	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	139 81 35 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	164-R1	4-05042-7501	1987	0.65	1279900	103	75	84	5720000	40.749436300045204	133 36 41 ROAD	Queens	New York	-73.79729979984586	1973	1352010	72300	1443484	76	4-04994-0070	78474	88	1971
58	40.749436300045204	137 02 NORTHERN BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	6100000	R4-ELEVATOR	67324	D1-ELEVATOR	18.44	3260000	4-04977-0021	0.8	20.8	18	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	401-R1	4-05042-7504	2000	0.4	1241455	27	93	71	5050000	40.749436300045204	133 47 SANFORD AVENUE	Queens	New York	-73.79729979984586	2000	1499112	83284	730080	73	4-04954-0131	35100	75	1999
103	40.749436300045204	140 02 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	4320000	R9-CONDOPS	119185	D1-ELEVATOR	12.53	2940000	4-05182-0001	0.3	9.73	12.5	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	134 14 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	157-R1	4-05043-7501	1929	0.3	1493391	93	32.9	120	5610000	40.749436300045204	136 05 SANFORD AVENUE	Queens	New York	-73.79729979984586	1929	1150000	92000	869875	47	4-05123-0004	89367	47.1	1920
204	40.749436300045204	132 54 POPLE AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	12199998	R4-ELEVATOR	43957	D6-ELEVATOR	17.86	9350000	4-05104-0027	0.55	14.88	15.9	D3-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 16 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	182-R1	4-05044-7501	1963	0.4	785128	151	59	33	3190000	40.749436300045204	41 25 KISSENA BOULEVARD	Queens	New York	-73.79729979984586	1990	3005100	189000	2357868	65	4-04994-0017	158456	73	1985
351	40.749436300045204	140 16 34 AVENUE	Queens	New York	-73.79729979984586	SOUTH JAMAICA	19699996	R4-ELEVATOR	158456	D3-ELEVATOR	14.88	9590000	4-04994-0017	5.2	14.47	14.9	D3-ELEVATOR	FLUSHING-NORTH	40.749436300045204	166 01 LINDEN BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	108-R1	4-05045-7501	1974	0.55	2357868	267	40.9	151	9350000	40.749436300045204	41 40 UNION STREET	Queens	New York	-73.79729979984586	1985	4961789	333006	3395690	59	4-12322-0001	234636	59	1981
36	40.749436300045204	56 20 MARATHON PARKWAY	Queens	New York	-73.79729979984586	SPRINGFIELD GARDENS	1760008	R2-WALK-UP	27690	C9-WALK-UP	11.18	2020000	4-08276-0658	6.7	15.87	13.53	C9-WALK-UP	FLUSHING-NORTH	40.749436300045204	156 01 NORTH CONDUIT AVEN	Queens	New York	-73.79729979984586	DOUGLASTON	51-R1	4-05048-7501	1982	4.55	309480	46	64	54	1090000	40.749436300045204	143 37 BARCLAY AVENUE	Queens	New York	-73.79729979984586	1977	467962	34587	497780	51	4-12311-0050	31365	39.4	1972
83	40.749436300045204	37 07 147 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	4509992	R4-ELEVATOR	80173	D1-ELEVATOR	12.43	4420000	4-05016-0011	0.45	14.66	14.66	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	144 27 35 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	200-R1	4-05048-7502	1962	0.4	996233	84	58	95	3740000	40.749436300045204	41 07 BOWNE STREET	Queens	New York	-73.79729979984586	1962	1137909	77620	1115838	58	4-04995-0073	76140	46.6	1969
32	40.749436300045204	132 54 POPLE AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	2520000	R4-ELEVATOR	43957	D6-ELEVATOR	17.86	2540000	4-05104-0027	0.55	16.18	16	D7-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 74 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	352-R1	4-05051-7501	1990	0.75	785128	44	66	33	3190000	40.749436300045204	144 28 BARCLAY AVENUE	Queens	New York	-73.79729979984586	1990	618880	38680	625123	65	4-04994-0041	38640	73	1987
18	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1540008	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.35	17.2	18.5	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	405-R1	4-05051-7502	2000	0.75	730080	54	70	27	3260000	40.749436300045204	41 33 PARSONS BOULEVARD	Queens	New York	-73.79729979984586	1999	378288	20448	926507	75	4-05182-0009	53860	93	1999
22						FLUSHING-NORTH	1050000	R4-ELEVATOR				1270000		0.15	15	13.9	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	144 40 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586		186-R1	4-05052-7501	1987			23	59			40.749436300045204	147 BARCLAY AVENUE	Queens	New York	-73.79729979984586		264614	19037	321400	55	4-05025-0025	21426		1976
17	40.749436300045204	32 08 UNION STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1340002	R4-ELEVATOR	35100	D1-ELEVATOR	20.8	3770000	4-04954-0131	0.6	17.2	19.7	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 26 FRANKLIN AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	433-R1	4-05062-7501	2003	0.95	730080	54	70	27	3260000	40.749436300045204	41 28 HAIGHT STREET	Queens	New York	-73.79729979984586	1999	299223	15189	926507	88	4-05182-0009	53860	93	1999
16	40.749436300045204	144 40 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	619994	R2-WALK-UP	21426	C1-WALK-UP	15	541000	4-05025-0025	1	13.6	13.9	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	144 22 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	361-R1	4-05102-7501	1990	0.8	321400	14	54	23	1270000	40.749436300045204	132 48 MAPLE AVENUE	Queens	New York	-73.79729979984586	1976	156375	11250	136440	55	4-04995-0024	10032	59	1976
15	40.749436300045204	27 10 ASTORIA BOULEVARD	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1970033	R4-ELEVATOR	25920	D7-ELEVATOR	19.9	1510000	4-00573-0046	0	17.21	25	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	132 24 MAPLE AVENUE	Queens	New York	-73.79729979984586	ASTORIA	516-R1	4-05102-7502	2005	4.9	515860	32	70	27	2310000	40.749436300045204	132 37 POPLE AVENUE	Queens	New York	-73.79729979984586	2004	441375	17655	370650	112	4-05102-0015	21533	89	1926
14	40.749436300045204	40 37 97 STREET	Queens	New York	-73.79729979984586	JACKSON HEIGHTS	671998	R4-ELEVATOR	12304	C1-WALK-UP	12.97	812000	4-01606-0052	3.55	15.49	13.75	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	19 62 77 STREET	Queens	New York	-73.79729979984586	CORONA	150-R1	4-05105-7501	1987	1.95	159599	17	63	16	600000	40.749436300045204	132 18 AVERY AVENUE	Queens	New York	-73.79729979984586	1990	169620	12336	199755	54	4-00945-0030	12896	48.8	1989
27	40.749436300045204	142 09 BARCLAY AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1560004	R4-ELEVATOR	38657	D1-ELEVATOR	13.27	2540000	4-05046-0045	0.8	16.18	16.05	D7-ELEVATOR	FLUSHING-NORTH	40.749436300045204	140 74 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	165-R1	4-05122-7501	1987	0.4	513155	44	66	42	1930000	40.749436300045204	134 46 MAPLE AVENUE	Queens	New York	-73.79729979984586	1970	384413	23951	625123	65	4-04994-0041	38640	49.9	1987
48	40.749436300045204	79 04 149 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1530005	R2-WALK-UP	30981	C9-WALK-UP	11.51	1110000	4-06691-0011	2.1	11.11	11.5	C9-WALK-UP	FLUSHING-NORTH	40.749436300045204	36 03 191 STREET	Queens	New York	-73.79729979984586	FLUSHING-SOUTH	119-R1	4-05125-7501	1965	2.35	356641	36	39	42	1260000	40.749436300045204	13 40 DAHLIA AVENUE	Queens	New York	-73.79729979984586	1950	433090	37660	316000	40.6	4-05309-0003	28432	40.7	1952
16	40.749436300045204	144 40 ROOSEVELT AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	1099998	R2-WALK-UP	21426	C1-WALK-UP	15	541000	4-05025-0025	1.25	13.6	13.9	C1-WALK-UP	FLUSHING-NORTH	40.749436300045204	144 22 34 AVENUE	Queens	New York	-73.79729979984586	FLUSHING-NORTH	125-R1	4-05131-7501	1986	0.95	321400	14	54	23	1270000	40.749436300045204	55 16 MAIN STREET	Queens	New York	-73.79729979984586	1976	278278	20020	136440	55	4-04995-0024	10032	59	1976
102	40.749436300045204	140 16 34 AVENUE	Queens	New York	-73.79729979984586	FAR ROCKAWAY	9429999	R4-ELEVATOR	158456	D3-ELEVATOR	14.88	7040000	4-04994-0017	11.8	14.01	14	D1-ELEVATOR	FLUSHING-NORTH	40.749436300045204	2 52 BEACH 14 STREET	Queens	New York	-73.79729979984586	FLUSHING-NORTH	104-R1	4-05134-7501	1985	0.7	2357868	196	43	151	9350000	40.749436300045204	42 20 KISSENA BOULEVARD	Queens	New York	-73.79729979984586	1985	2380000	170000	2293851	55	4-15624-0001	163737	59	1980
