level_4_2	level_1_1	year	level_1_2	level_2_1	level_2_2	level_3_1	level_3_2	level_4_1	level_3_4_2	number_tested	mean_scale_score	level_3_4_1	district	grade	category
5.2	89	2006	11.0	215	26.6	462	57.2	42	62.4	808	663	504	1	3	All Students
4.8	103	2006	12.6	272	33.2	405	49.5	39	54.2	819	654	444	1	4	All Students
7.3	68	2006	9.1	286	38.1	342	45.5	55	52.9	751	651	397	1	5	All Students
10.3	58	2006	6.8	346	40.5	363	42.5	88	52.7	855	653	451	1	6	All Students
7.4	85	2006	9.2	425	46.2	341	37.1	68	44.5	919	646	409	1	7	All Students
3.4	91	2006	11.0	447	53.9	263	31.7	28	35.1	829	641	291	1	8	All Students
6.4	494	2006	9.9	1991	40.0	2176	43.7	320	50.1	4981	651	2496	1	All Grades	All Students
12.2	83	2006	4.0	275	13.3	1464	70.6	252	82.7	2074	684	1716	2	3	All Students
10.5	104	2006	4.9	341	15.9	1473	68.7	226	79.2	2144	675	1699	2	4	All Students
23.4	69	2006	3.2	379	17.4	1218	56.0	510	79.4	2176	678	1728	2	5	All Students
15.8	76	2006	3.6	529	25.1	1169	55.5	332	71.3	2106	666	1501	2	6	All Students
12.5	91	2006	4.3	558	26.6	1188	56.6	262	69.1	2099	664	1450	2	7	All Students
9.5	114	2006	5.0	754	33.1	1196	52.5	216	61.9	2280	664	1412	2	8	All Students
14.0	537	2006	4.2	2836	22.0	7708	59.8	1798	73.8	12879	672	9506	2	All Grades	All Students
5.1	155	2006	11.9	357	27.4	724	55.6	66	60.7	1302	661	790	3	3	All Students
7.8	137	2006	10.2	393	29.2	711	52.8	105	60.6	1346	661	816	3	4	All Students
13.6	121	2006	8.6	495	35.1	602	42.7	192	56.3	1410	658	794	3	5	All Students
10.8	124	2006	8.4	618	42.0	572	38.8	159	49.6	1473	651	731	3	6	All Students
10.6	153	2006	10.3	634	42.7	541	36.4	158	47.0	1486	649	699	3	7	All Students
5.6	175	2006	11.3	751	48.5	537	34.6	87	40.3	1550	645	624	3	8	All Students
9.0	865	2006	10.1	3248	37.9	3687	43.0	767	52.0	8567	654	4454	3	All Grades	All Students
3.3	145	2006	13.7	294	27.7	588	55.4	35	58.7	1062	656	623	4	3	All Students
2.5	188	2006	15.9	438	37.1	525	44.5	29	46.9	1180	646	554	4	4	All Students
6.8	119	2006	9.9	470	39.2	527	44.0	82	50.8	1198	649	609	4	5	All Students
4.0	124	2006	8.8	676	48.0	552	39.2	57	43.2	1409	642	609	4	6	All Students
1.2	183	2006	13.3	759	55.2	416	30.3	16	31.4	1374	632	432	4	7	All Students
0.5	267	2006	19.7	777	57.3	306	22.5	7	23.1	1357	626	313	4	8	All Students
3.0	1026	2006	13.5	3414	45.0	2914	38.4	226	41.4	7580	641	3140	4	All Grades	All Students
1.0	202	2006	20.5	418	42.4	355	36.0	10	37.1	985	641	365	5	3	All Students
0.7	146	2006	14.7	417	42.0	423	42.6	7	43.3	993	643	430	5	4	All Students
1.1	132	2006	12.6	554	52.8	352	33.5	12	34.7	1050	636	364	5	5	All Students
1.6	159	2006	13.0	638	52.1	407	33.3	20	34.9	1224	633	427	5	6	All Students
1.0	245	2006	18.2	752	55.7	338	25.1	14	26.1	1349	626	352	5	7	All Students
0.4	248	2006	19.4	744	58.1	283	22.1	5	22.5	1280	626	288	5	8	All Students
1.0	1132	2006	16.5	3523	51.2	2158	31.4	68	32.3	6881	633	2226	5	All Grades	All Students
1.7	192	2006	13.2	484	33.4	751	51.8	24	53.4	1451	652	775	6	3	All Students
2.0	292	2006	16.4	687	38.6	763	42.9	36	44.9	1778	644	799	6	4	All Students
4.1	271	2006	12.2	973	43.9	883	39.8	91	43.9	2218	642	974	6	5	All Students
2.7	322	2006	14.6	1144	51.7	685	31.0	60	33.7	2211	634	745	6	6	All Students
1.2	361	2006	15.4	1235	52.8	716	30.6	28	31.8	2340	630	744	6	7	All Students
1.1	419	2006	18.0	1288	55.5	590	25.4	25	26.5	2322	630	615	6	8	All Students
2.1	1857	2006	15.1	5811	47.2	4388	35.6	264	37.8	12320	638	4652	6	All Grades	All Students
0.9	248	2006	21.1	455	38.7	463	39.4	10	40.2	1176	641	473	7	3	All Students
1.3	289	2006	23.7	497	40.8	417	34.2	16	35.5	1219	635	433	7	4	All Students
1.2	253	2006	17.1	744	50.4	461	31.2	18	32.5	1476	632	479	7	5	All Students
1.1	287	2006	19.3	865	58.1	319	21.4	17	22.6	1488	624	336	7	6	All Students
0.6	344	2006	22.3	874	56.5	318	20.6	10	21.2	1546	620	328	7	7	All Students
0.6	363	2006	25.1	850	58.7	226	15.6	9	16.2	1448	620	235	7	8	All Students
1.0	1784	2006	21.4	4285	51.3	2204	26.4	80	27.3	8353	628	2284	7	All Grades	All Students
2.3	319	2006	15.2	673	32.2	1052	50.3	48	52.6	2092	651	1100	8	3	All Students
2.4	307	2006	15.1	675	33.2	1002	49.3	48	51.7	2032	649	1050	8	4	All Students
4.1	263	2006	11.7	983	43.6	919	40.7	92	44.8	2257	643	1011	8	5	All Students
3.0	315	2006	14.6	1041	48.2	738	34.2	64	37.2	2158	635	802	8	6	All Students
2.0	369	2006	15.3	1263	52.3	733	30.4	48	32.4	2413	631	781	8	7	All Students
1.2	427	2006	17.8	1347	56.1	597	24.9	28	26.1	2399	629	625	8	8	All Students
2.5	2000	2006	15.0	5982	44.8	5041	37.8	328	40.2	13351	639	5369	8	All Grades	All Students
2.0	438	2006	18.4	869	36.5	1028	43.2	47	45.1	2382	646	1075	9	3	All Students
1.9	437	2006	17.6	937	37.7	1061	42.7	48	44.7	2483	643	1109	9	4	All Students
1.9	384	2006	14.2	1313	48.7	949	35.2	52	37.1	2698	637	1001	9	5	All Students
2.5	400	2006	14.9	1373	51.2	842	31.4	67	33.9	2682	633	909	9	6	All Students
1.9	523	2006	17.9	1523	52.2	813	27.9	56	29.8	2915	628	869	9	7	All Students
0.7	615	2006	20.2	1690	55.4	721	23.7	22	24.4	3048	627	743	9	8	All Students
1.8	2797	2006	17.3	7705	47.5	5414	33.4	292	35.2	16208	635	5706	9	All Grades	All Students
3.4	471	2006	14.7	1024	32.0	1596	49.9	110	53.3	3201	655	1706	10	3	All Students
4.9	478	2006	14.3	1149	34.4	1544	46.3	165	51.2	3336	652	1709	10	4	All Students
4.9	380	2006	10.0	1582	41.7	1648	43.4	185	48.3	3795	646	1833	10	5	All Students
4.3	379	2006	9.9	1697	44.4	1579	41.3	166	45.7	3821	643	1745	10	6	All Students
3.3	437	2006	11.1	1938	49.4	1414	36.1	131	39.4	3920	639	1545	10	7	All Students
1.5	620	2006	15.5	2167	54.1	1155	28.8	62	30.4	4004	634	1217	10	8	All Students
3.7	2765	2006	12.5	9557	43.3	8936	40.5	819	44.2	22077	644	9755	10	All Grades	All Students
3.7	378	2006	13.5	831	29.7	1483	53.1	102	56.7	2794	656	1585	11	3	All Students
3.2	386	2006	12.7	1009	33.3	1536	50.7	97	53.9	3028	651	1633	11	4	All Students
5.1	276	2006	9.3	1078	36.5	1449	49.0	152	54.2	2955	649	1601	11	5	All Students
4.1	316	2006	11.4	1290	46.4	1064	38.2	113	42.3	2783	640	1177	11	6	All Students
2.9	399	2006	13.5	1501	50.7	974	32.9	87	35.8	2961	635	1061	11	7	All Students
1.3	496	2006	15.6	1736	54.6	906	28.5	42	29.8	3180	633	948	11	8	All Students
3.4	2251	2006	12.7	7445	42.1	7412	41.9	593	45.2	17701	644	8005	11	All Grades	All Students
1.3	303	2006	18.3	606	36.6	725	43.8	21	45.1	1655	646	746	12	3	All Students
1.3	315	2006	19.7	590	37.0	670	42.0	21	43.3	1596	640	691	12	4	All Students
1.6	273	2006	15.4	804	45.3	668	37.7	29	39.3	1774	636	697	12	5	All Students
1.5	273	2006	14.4	1001	52.8	593	31.3	28	32.8	1895	632	621	12	6	All Students
0.8	312	2006	17.8	1014	57.9	411	23.5	14	24.3	1751	626	425	12	7	All Students
0.6	348	2006	22.5	894	57.9	293	19.0	10	19.6	1545	622	303	12	8	All Students
1.2	1824	2006	17.9	4909	48.1	3360	32.9	123	34.1	10216	634	3483	12	All Grades	All Students
2.7	172	2006	14.0	408	33.1	619	50.2	33	52.9	1232	652	652	13	3	All Students
2.5	165	2006	14.6	384	34.0	551	48.8	28	51.3	1128	649	579	13	4	All Students
7.5	102	2006	8.4	466	38.4	553	45.6	91	53.1	1212	651	644	13	5	All Students
2.7	166	2006	14.3	558	48.2	402	34.7	31	37.4	1157	636	433	13	6	All Students
2.0	152	2006	12.8	606	50.9	408	34.3	24	36.3	1190	635	432	13	7	All Students
1.1	211	2006	15.7	745	55.6	370	27.6	15	28.7	1341	632	385	13	8	All Students
3.1	968	2006	13.3	3167	43.6	2903	40.0	222	43.0	7260	642	3125	13	All Grades	All Students
4.3	140	2006	12.1	337	29.2	626	54.3	50	58.6	1153	659	676	14	3	All Students
4.4	136	2006	11.3	344	28.5	675	55.9	53	60.3	1208	657	728	14	4	All Students
6.6	111	2006	8.0	494	35.6	690	49.8	91	56.3	1386	653	781	14	5	All Students
3.7	202	2006	13.1	739	48.0	542	35.2	57	38.9	1540	637	599	14	6	All Students
3.1	188	2006	13.1	686	47.8	518	36.1	44	39.1	1436	638	562	14	7	All Students
1.6	253	2006	17.4	741	50.9	438	30.1	24	31.7	1456	634	462	14	8	All Students
3.9	1030	2006	12.6	3341	40.8	3489	42.7	319	46.6	8179	645	3808	14	All Grades	All Students
8.7	131	2006	6.9	423	22.2	1185	62.2	166	70.9	1905	673	1351	15	3	All Students
8.2	180	2006	9.0	547	27.3	1114	55.6	164	63.7	2005	663	1278	15	4	All Students
12.9	136	2006	6.5	632	30.2	1057	50.5	270	63.3	2095	662	1327	15	5	All Students
10.2	176	2006	10.4	644	38.2	696	41.2	172	51.4	1688	649	868	15	6	All Students
6.0	172	2006	10.0	709	41.0	743	43.0	104	49.0	1728	647	847	15	7	All Students
3.6	215	2006	13.2	782	48.1	569	35.0	59	38.6	1625	640	628	15	8	All Students
8.5	1010	2006	9.1	3737	33.8	5364	48.6	935	57.0	11046	656	6299	15	All Grades	All Students
1.7	220	2006	22.1	324	32.6	433	43.6	17	45.3	994	645	450	16	3	All Students
2.7	185	2006	20.7	308	34.5	376	42.1	24	44.8	893	643	400	16	4	All Students
5.2	150	2006	15.1	411	41.4	380	38.3	52	43.5	993	642	432	16	5	All Students
1.3	165	2006	17.3	484	50.8	291	30.6	12	31.8	952	630	303	16	6	All Students
1.5	133	2006	13.9	460	48.2	348	36.4	14	37.9	955	635	362	16	7	All Students
0.6	191	2006	19.8	528	54.6	242	25.0	6	25.6	967	628	248	16	8	All Students
2.2	1044	2006	18.1	2515	43.7	2070	36.0	125	38.1	5754	637	2195	16	All Grades	All Students
2.2	366	2006	17.0	747	34.6	999	46.3	47	48.4	2159	649	1046	17	3	All Students
3.1	316	2006	15.5	680	33.4	974	47.9	64	51.0	2034	649	1038	17	4	All Students
3.3	232	2006	11.1	900	43.0	893	42.6	69	45.9	2094	643	962	17	5	All Students
2.8	317	2006	14.2	1106	49.5	749	33.5	62	36.3	2234	634	811	17	6	All Students
1.9	333	2006	13.7	1204	49.5	847	34.8	47	36.8	2431	635	894	17	7	All Students
0.6	496	2006	20.6	1350	56.1	548	22.8	14	23.3	2408	626	562	17	8	All Students
2.3	2060	2006	15.4	5987	44.8	5010	37.5	303	39.8	13360	639	5313	17	All Grades	All Students
2.9	210	2006	11.6	555	30.6	995	54.9	53	57.8	1813	657	1048	18	3	All Students
6.7	187	2006	9.7	531	27.6	1078	56.0	130	62.7	1926	660	1208	18	4	All Students
6.5	146	2006	7.4	696	35.5	993	50.6	127	57.1	1962	654	1120	18	5	All Students
4.5	157	2006	10.8	688	47.3	543	37.3	66	41.9	1454	641	609	18	6	All Students
2.2	217	2006	14.2	782	51.0	501	32.7	33	34.8	1533	633	534	18	7	All Students
0.9	247	2006	15.1	885	54.1	489	29.9	15	30.8	1636	634	504	18	8	All Students
4.1	1164	2006	11.3	4137	40.1	4599	44.5	424	48.7	10324	647	5023	18	All Grades	All Students
4.1	254	2006	12.2	594	28.6	1145	55.1	85	59.2	2078	658	1230	19	3	All Students
3.0	340	2006	15.7	743	34.4	1011	46.8	65	49.8	2159	647	1076	19	4	All Students
4.6	196	2006	9.0	907	41.5	982	44.9	100	49.5	2185	647	1082	19	5	All Students
1.8	269	2006	12.6	1112	52.0	719	33.6	38	35.4	2138	635	757	19	6	All Students
1.9	299	2006	14.1	1126	53.1	656	30.9	41	32.8	2122	633	697	19	7	All Students
1.1	315	2006	14.9	1174	55.5	601	28.4	24	29.6	2114	633	625	19	8	All Students
2.8	1673	2006	13.1	5656	44.2	5114	40.0	353	42.7	12796	642	5467	19	All Grades	All Students
14.1	107	2006	5.0	303	14.1	1441	66.9	303	81.0	2154	683	1744	20	3	All Students
9.0	144	2006	5.7	580	22.9	1583	62.4	228	71.4	2535	669	1811	20	4	All Students
13.5	114	2006	4.4	656	25.3	1469	56.8	349	70.2	2588	667	1818	20	5	All Students
9.1	172	2006	6.1	1025	36.6	1348	48.1	255	57.3	2800	654	1603	20	6	All Students
5.6	233	2006	8.8	1022	38.4	1258	47.3	149	52.9	2662	649	1407	20	7	All Students
4.2	265	2006	9.3	1204	42.5	1246	44.0	120	48.2	2835	649	1366	20	8	All Students
9.0	1035	2006	6.6	4790	30.8	8345	53.6	1404	62.6	15574	661	9749	20	All Grades	All Students
7.8	157	2006	10.5	301	20.2	918	61.5	116	69.3	1492	669	1034	21	3	All Students
7.1	141	2006	8.2	447	26.0	1007	58.7	121	65.7	1716	663	1128	21	4	All Students
12.3	140	2006	7.7	489	26.8	969	53.2	224	65.5	1822	662	1193	21	5	All Students
13.5	168	2006	6.3	803	30.2	1331	50.0	359	63.5	2661	659	1690	21	6	All Students
9.8	176	2006	6.2	923	32.4	1473	51.7	278	61.4	2850	658	1751	21	7	All Students
5.0	189	2006	6.6	1094	38.1	1446	50.3	144	55.3	2873	655	1590	21	8	All Students
9.3	971	2006	7.2	4057	30.2	7144	53.3	1242	62.5	13414	660	8386	21	All Grades	All Students
6.9	200	2006	8.0	546	22.0	1567	63.1	172	70.0	2485	670	1739	22	3	All Students
11.7	237	2006	8.9	637	23.9	1479	55.5	313	67.2	2666	667	1792	22	4	All Students
12.5	163	2006	5.9	857	31.0	1402	50.7	345	63.1	2767	661	1747	22	5	All Students
9.2	139	2006	5.5	843	33.3	1320	52.1	232	61.2	2534	656	1552	22	6	All Students
6.9	162	2006	6.6	910	37.1	1208	49.3	170	56.2	2450	652	1378	22	7	All Students
4.2	253	2006	9.7	1173	45.1	1065	40.9	110	45.2	2601	647	1175	22	8	All Students
8.7	1154	2006	7.4	4966	32.0	8041	51.9	1342	60.5	15503	659	9383	22	All Grades	All Students
4.4	179	2006	15.9	365	32.5	531	47.2	49	51.6	1124	655	580	23	3	All Students
3.2	184	2006	16.5	413	37.0	484	43.3	36	46.6	1117	647	520	23	4	All Students
5.5	128	2006	10.7	493	41.3	506	42.4	66	47.9	1193	646	572	23	5	All Students
4.4	139	2006	9.3	635	42.6	651	43.7	66	48.1	1491	644	717	23	6	All Students
2.5	129	2006	8.9	631	43.7	648	44.9	36	47.4	1444	644	684	23	7	All Students
1.1	183	2006	14.4	622	48.9	453	35.6	14	36.7	1272	637	467	23	8	All Students
3.5	942	2006	12.3	3159	41.3	3273	42.8	267	46.3	7641	645	3540	23	All Grades	All Students
5.1	172	2006	6.2	626	22.4	1851	66.3	142	71.4	2791	669	1993	24	3	All Students
6.7	251	2006	8.1	866	27.8	1786	57.4	207	64.1	3110	662	1993	24	4	All Students
9.6	233	2006	6.5	1102	30.7	1909	53.2	345	62.8	3589	659	2254	24	5	All Students
7.9	302	2006	9.4	1244	38.9	1401	43.8	252	51.7	3199	648	1653	24	6	All Students
4.6	329	2006	9.8	1501	44.7	1375	40.9	155	45.5	3360	643	1530	24	7	All Students
2.3	416	2006	12.6	1656	50.1	1156	35.0	76	37.3	3304	640	1232	24	8	All Students
6.1	1703	2006	8.8	6995	36.1	9478	49.0	1177	55.1	19353	653	10655	24	All Grades	All Students
7.0	88	2006	4.9	317	17.5	1279	70.7	126	77.6	1810	675	1405	25	3	All Students
11.7	111	2006	5.7	369	18.8	1253	63.8	230	75.5	1963	673	1483	25	4	All Students
14.7	73	2006	3.7	442	22.4	1168	59.2	289	73.9	1972	669	1457	25	5	All Students
15.2	69	2006	3.4	528	25.7	1148	55.8	313	71.0	2058	666	1461	25	6	All Students
7.6	108	2006	5.1	724	34.5	1109	52.8	159	60.4	2100	656	1268	25	7	All Students
5.2	150	2006	7.7	852	43.5	856	43.7	102	48.9	1960	652	958	25	8	All Students
10.3	599	2006	5.0	3232	27.2	6813	57.4	1219	67.7	11863	665	8032	25	All Grades	All Students
13.3	26	2006	1.7	152	10.2	1117	74.8	198	88.1	1493	689	1315	26	3	All Students
19.5	37	2006	2.3	144	8.9	1116	69.2	315	88.8	1612	688	1431	26	4	All Students
28.5	21	2006	1.2	200	11.8	991	58.5	482	87.0	1694	687	1473	26	5	All Students
23.1	36	2006	1.9	349	18.9	1038	56.1	428	79.2	1851	677	1466	26	6	All Students
14.6	32	2006	1.7	415	22.3	1140	61.3	272	76.0	1859	671	1412	26	7	All Students
8.1	57	2006	2.9	629	31.5	1146	57.5	162	65.6	1994	666	1308	26	8	All Students
17.7	209	2006	2.0	1889	18.0	6548	62.3	1857	80.0	10503	679	8405	26	All Grades	All Students
6.6	236	2006	7.6	669	21.6	1989	64.2	205	70.8	3099	670	2194	27	3	All Students
7.0	257	2006	7.8	847	25.8	1944	59.3	231	66.3	3279	663	2175	27	4	All Students
9.6	241	2006	7.1	994	29.1	1852	54.3	326	63.8	3413	658	2178	27	5	All Students
7.9	247	2006	7.2	1357	39.7	1539	45.1	271	53.0	3414	651	1810	27	6	All Students
5.7	253	2006	7.1	1498	42.0	1611	45.2	204	50.9	3566	649	1815	27	7	All Students
2.3	422	2006	12.2	1683	48.7	1270	36.8	78	39.0	3453	641	1348	27	8	All Students
6.5	1656	2006	8.2	7048	34.8	10205	50.5	1315	57.0	20224	655	11520	27	All Grades	All Students
5.2	180	2006	8.5	513	24.2	1314	62.1	109	67.2	2116	665	1423	28	3	All Students
6.7	193	2006	8.5	616	27.3	1298	57.5	152	64.2	2259	662	1450	28	4	All Students
11.8	159	2006	6.7	696	29.2	1243	52.2	282	64.1	2380	661	1525	28	5	All Students
9.2	186	2006	8.0	774	33.4	1141	49.3	214	58.5	2315	654	1355	28	6	All Students
5.5	185	2006	8.7	829	38.9	1001	47.0	117	52.4	2132	648	1118	28	7	All Students
2.9	218	2006	10.8	991	48.9	757	37.4	59	40.3	2025	643	816	28	8	All Students
7.1	1121	2006	8.5	4419	33.4	6754	51.1	933	58.1	13227	656	7687	28	All Grades	All Students
2.5	276	2006	11.1	775	31.3	1363	55.0	62	57.6	2476	656	1425	29	3	All Students
4.4	260	2006	10.4	758	30.3	1377	55.0	110	59.4	2505	656	1487	29	4	All Students
7.2	195	2006	7.3	947	35.4	1341	50.1	192	57.3	2675	654	1533	29	5	All Students
4.1	185	2006	7.5	1135	46.1	1042	42.3	101	46.4	2463	645	1143	29	6	All Students
2.6	256	2006	10.3	1144	45.9	1028	41.3	64	43.8	2492	641	1092	29	7	All Students
0.9	409	2006	16.2	1408	55.7	688	27.2	24	28.2	2529	632	712	29	8	All Students
3.7	1581	2006	10.4	6167	40.7	6839	45.2	553	48.8	15140	647	7392	29	All Grades	All Students
6.4	135	2006	6.3	471	22.1	1391	65.2	136	71.6	2133	669	1527	30	3	All Students
7.4	186	2006	7.5	649	26.3	1448	58.7	183	66.1	2466	664	1631	30	4	All Students
10.5	174	2006	6.2	822	29.4	1505	53.9	293	64.4	2794	661	1798	30	5	All Students
9.2	214	2006	7.3	1038	35.5	1402	48.0	269	57.2	2923	653	1671	30	6	All Students
6.0	214	2006	7.8	1101	40.3	1253	45.9	164	51.9	2732	649	1417	30	7	All Students
3.4	288	2006	10.9	1216	45.9	1057	39.9	89	43.2	2650	645	1146	30	8	All Students
7.2	1211	2006	7.7	5297	33.7	8056	51.3	1134	58.5	15698	656	9190	30	All Grades	All Students
8.0	359	2006	9.0	800	20.0	2518	63.0	320	71.0	3997	671	2838	31	3	All Students
7.1	295	2006	7.2	963	23.6	2533	62.1	290	69.2	4081	665	2823	31	4	All Students
12.2	225	2006	5.3	1035	24.5	2443	57.9	513	70.1	4216	665	2956	31	5	All Students
10.9	350	2006	8.4	1419	34.1	1942	46.6	453	57.5	4164	654	2395	31	6	All Students
7.1	284	2006	6.8	1538	37.0	2040	49.1	297	56.2	4159	653	2337	31	7	All Students
5.3	411	2006	9.4	1802	41.0	1950	44.4	231	49.6	4394	651	2181	31	8	All Students
8.4	1924	2006	7.7	7557	30.2	13426	53.7	2104	62.1	25011	660	15530	31	All Grades	All Students
1.8	210	2006	16.6	470	37.2	561	44.4	23	46.2	1264	648	584	32	3	All Students
1.5	180	2006	14.2	506	39.9	563	44.4	19	45.9	1268	646	582	32	4	All Students
3.0	145	2006	10.5	574	41.5	623	45.0	41	48.0	1383	644	664	32	5	All Students
5.4	210	2006	14.1	647	43.3	557	37.3	80	42.6	1494	640	637	32	6	All Students
1.7	271	2006	18.8	687	47.5	462	32.0	25	33.7	1445	630	487	32	7	All Students
1.2	315	2006	19.9	766	48.4	484	30.6	19	31.8	1584	632	503	32	8	All Students
2.5	1331	2006	15.8	3650	43.3	3250	38.5	207	41.0	8438	639	3457	32	All Grades	All Students
7.6	94	2007	11.4	242	29.3	427	51.7	63	59.3	826	659	490	1	3	All Students
4.1	70	2007	8.1	286	33.3	469	54.5	35	58.6	860	655	504	1	4	All Students
4.6	61	2007	7.1	293	34.3	461	54.0	39	58.5	854	657	500	1	5	All Students
7.1	20	2007	2.5	365	46.5	344	43.8	56	51.0	785	654	400	1	6	All Students
3.8	57	2007	6.3	390	43.4	418	46.5	34	50.3	899	650	452	1	7	All Students
5.1	63	2007	6.8	434	47.1	377	40.9	47	46.0	921	650	424	1	8	All Students
5.3	365	2007	7.1	2010	39.1	2496	48.5	274	53.8	5145	654	2770	1	All Grades	All Students
17.0	87	2007	3.8	337	14.9	1455	64.3	385	81.3	2264	683	1840	2	3	All Students
13.0	96	2007	4.4	373	16.9	1449	65.7	287	78.7	2205	676	1736	2	4	All Students
12.5	55	2007	2.6	402	18.6	1429	66.3	270	78.8	2156	677	1699	2	5	All Students
12.7	34	2007	1.6	556	26.0	1280	59.8	271	72.4	2141	668	1551	2	6	All Students
10.4	52	2007	2.4	551	25.7	1316	61.4	223	71.8	2142	668	1539	2	7	All Students
8.2	90	2007	4.1	564	25.8	1349	61.8	179	70.0	2182	666	1528	2	8	All Students
12.3	414	2007	3.2	2783	21.3	8278	63.2	1615	75.6	13090	673	9893	2	All Grades	All Students
9.7	150	2007	10.4	404	28.0	750	51.9	140	61.6	1444	664	890	3	3	All Students
9.5	117	2007	8.6	393	28.9	719	52.9	129	62.4	1358	664	848	3	4	All Students
8.4	75	2007	5.4	468	33.5	737	52.7	118	61.2	1398	663	855	3	5	All Students
10.6	37	2007	2.7	567	41.2	626	45.5	146	56.1	1376	659	772	3	6	All Students
8.1	91	2007	6.2	587	40.0	670	45.7	119	53.8	1467	655	789	3	7	All Students
4.6	107	2007	7.4	644	44.4	631	43.5	67	48.2	1449	650	698	3	8	All Students
8.5	577	2007	6.8	3063	36.1	4133	48.7	719	57.1	8492	659	4852	3	All Grades	All Students
3.7	184	2007	15.0	430	35.1	567	46.2	45	49.9	1226	650	612	4	3	All Students
1.3	157	2007	13.2	477	40.2	538	45.3	15	46.6	1187	646	553	4	4	All Students
1.8	93	2007	7.3	552	43.6	598	47.2	23	49.1	1266	651	621	4	5	All Students
1.1	59	2007	5.0	701	59.7	401	34.2	13	35.3	1174	641	414	4	6	All Students
0.9	131	2007	9.4	798	57.0	459	32.8	13	33.7	1401	637	472	4	7	All Students
0.6	163	2007	11.4	840	58.9	414	29.1	8	29.6	1425	634	422	4	8	All Students
1.5	787	2007	10.2	3798	49.5	2977	38.8	117	40.3	7679	643	3094	4	All Grades	All Students
1.7	237	2007	21.3	431	38.7	428	38.4	19	40.1	1115	641	447	5	3	All Students
1.7	194	2007	16.7	496	42.6	453	39.0	20	40.7	1163	641	473	5	4	All Students
0.8	125	2007	10.7	591	50.4	447	38.1	9	38.9	1172	642	456	5	5	All Students
1.7	66	2007	5.5	673	56.1	440	36.7	20	38.4	1199	643	460	5	6	All Students
1.1	167	2007	12.8	692	52.9	436	33.3	14	34.4	1309	634	450	5	7	All Students
1.0	217	2007	15.2	839	58.7	360	25.2	14	26.2	1430	630	374	5	8	All Students
1.3	1006	2007	13.6	3722	50.4	2564	34.7	96	36.0	7388	638	2660	5	All Grades	All Students
2.2	497	2007	20.2	979	39.8	929	37.8	54	40.0	2459	641	983	6	3	All Students
2.1	481	2007	20.0	1013	42.1	860	35.8	50	37.9	2404	637	910	6	4	All Students
1.2	342	2007	14.4	1139	48.1	860	36.3	28	37.5	2369	639	888	6	5	All Students
1.8	191	2007	8.0	1430	59.6	737	30.7	42	32.5	2400	638	779	6	6	All Students
1.3	458	2007	17.0	1501	55.6	709	26.2	34	27.5	2702	628	743	6	7	All Students
0.6	450	2007	16.7	1470	54.5	759	28.2	16	28.8	2695	629	775	6	8	All Students
1.5	2419	2007	16.1	7532	50.1	4854	32.3	224	33.8	15029	635	5078	6	All Grades	All Students
1.1	314	2007	22.5	577	41.3	492	35.2	15	36.3	1398	637	507	7	3	All Students
0.4	254	2007	17.9	684	48.3	474	33.5	5	33.8	1417	636	479	7	4	All Students
0.3	206	2007	14.2	722	49.8	516	35.6	5	36.0	1449	638	521	7	5	All Students
0.7	110	2007	7.3	1019	67.9	362	24.1	10	24.8	1501	634	372	7	6	All Students
0.2	254	2007	15.9	935	58.4	408	25.5	3	25.7	1600	627	411	7	7	All Students
0.8	219	2007	13.7	1013	63.4	352	22.0	13	22.9	1597	629	365	7	8	All Students
0.6	1357	2007	15.1	4950	55.2	2604	29.1	51	29.6	8962	633	2655	7	All Grades	All Students
3.1	429	2007	18.5	790	34.0	1034	44.5	72	47.6	2325	647	1106	8	3	All Students
2.7	372	2007	15.4	852	35.3	1127	46.7	64	49.3	2415	646	1191	8	4	All Students
1.5	234	2007	10.0	1052	44.8	1025	43.7	35	45.2	2346	647	1060	8	5	All Students
1.9	164	2007	6.9	1326	56.1	828	35.1	44	36.9	2362	641	872	8	6	All Students
1.5	292	2007	12.4	1269	54.1	749	31.9	36	33.5	2346	635	785	8	7	All Students
0.8	345	2007	13.7	1556	61.7	603	23.9	19	24.7	2523	630	622	8	8	All Students
1.9	1836	2007	12.8	6845	47.8	5366	37.5	270	39.4	14317	641	5636	8	All Grades	All Students
1.6	636	2007	21.2	1202	40.0	1120	37.3	47	38.8	3005	639	1167	9	3	All Students
1.6	541	2007	17.9	1266	42.0	1162	38.5	47	40.1	3016	640	1209	9	4	All Students
0.5	441	2007	14.5	1599	52.6	983	32.4	15	32.9	3038	637	998	9	5	All Students
2.4	147	2007	5.3	1595	57.5	964	34.8	66	37.2	2772	643	1030	9	6	All Students
1.1	435	2007	14.3	1669	54.8	906	29.8	35	30.9	3045	631	941	9	7	All Students
0.5	446	2007	14.3	1675	53.9	974	31.3	15	31.8	3110	633	989	9	8	All Students
1.3	2646	2007	14.7	9006	50.1	6109	34.0	225	35.2	17986	637	6334	9	All Grades	All Students
3.5	683	2007	16.8	1501	37.0	1731	42.7	143	46.2	4058	647	1874	10	3	All Students
3.6	565	2007	14.3	1487	37.8	1744	44.3	142	47.9	3938	648	1886	10	4	All Students
2.3	495	2007	12.2	1761	43.4	1706	42.1	92	44.4	4054	646	1798	10	5	All Students
